Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Guinea-Bissau,GNB,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,0,0,0,0,..,..,..,..,..,..,..,0,67432.9920599151,0,3785.83666380859,0,0,..,..,..,..,..,..,..,..,2367.06596631473,..,..,0,..,..
Guinea-Bissau,GNB,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,78950,..,0,..,..
Guinea-Bissau,GNB,"Trademark applications, nonresident, by count",IP.TMK.NRCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guinea-Bissau,GNB,"Trademark applications, resident, by count",IP.TMK.RSCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16,13,19,..,..,..,..,..,..,..
Guinea-Bissau,GNB,"Trademark applications, total",IP.TMK.TOTL,..,..,..,..,..,..,..,..,..,..,..,2,5,..,..,4,5,6,..,..,..,11,12,14,..,..,..,..,..,..,..
Guinea-Bissau,GNB,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guinea-Bissau,GNB,"Industrial design applications, resident, by count",IP.IDS.RSCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,1,9,..,..,..,..,..,..,..
Guyana,GUY,"Patent applications, residents",IP.PAT.RESD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,..,1,..,2,..,..
Guyana,GUY,"Patent applications, nonresidents",IP.PAT.NRES,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14,16,19,13,17,23,18,..,..
Guyana,GUY,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,78.4443969726563,..,..
Guyana,GUY,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guyana,GUY,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guyana,GUY,Firms that spend on R&D (% of firms),IC.FRM.RSDV.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46.1,..,..,..,..,..,..,..,..,..,..
Guyana,GUY,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guyana,GUY,Scientific and technical journal articles,IP.JRN.ARTC.SC,..,..,..,..,..,..,..,..,..,..,10.27,8.31,7.86,7.29,11.3,19.19,10.14,10.95,10.07,9.98,20.13,11.15,13.39,13.74,13.11,9.85,13.07,15.74,13.7,..,..
Guyana,GUY,High-technology exports (current US$),TX.VAL.TECH.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,412055,70848,16213,74241,95679,41530,119766,105393,90066,161359,254735,160370,..,..
Guyana,GUY,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,10000000,1200000,12300000,13600000,10800000,5400000,21600000,17600000,18522000,19448000,20421000,21442000,22513606.7625,22963878.89775,28015932.255255,34179437.3514111,41698913.5687216,65990000,23943000,18244000,13827630,9405354.44444444,5260000,..,..
Guyana,GUY,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,..,..,..,..,..,..,14000000,17000000,17000000,16200000,14800000,23100000,34400000,32100000,33737000,35423000,37194000,40542000,42569095.235625,44697549.9974063,46932427.4972766,49279048.8721404,51743001.3157474,5390000,4364000,4077000,3011666.66666667,375160,169000,..,..
Guyana,GUY,"Trademark applications, nonresident, by count",IP.TMK.NRCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,662,..,..,..,654,510,622,..,..
Guyana,GUY,"Trademark applications, resident, by count",IP.TMK.RSCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11,..,..,..,407,307,204,..,..
Guyana,GUY,"Trademark applications, total",IP.TMK.TOTL,142,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,673,788,748,653,485,551,609,..,..
Guyana,GUY,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9,..,..
Guyana,GUY,"Industrial design applications, resident, by count",IP.IDS.RSCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Haiti,HTI,"Patent applications, residents",IP.PAT.RESD,..,3,..,..,..,..,3,..,..,1,..,..,..,..,..,..,..,..,..,..,..,1,2,..,2,..,..,..,..,..,..
Haiti,HTI,"Patent applications, nonresidents",IP.PAT.NRES,..,5,..,..,..,..,6,..,..,5,..,..,..,..,..,..,..,..,..,..,..,13,15,11,19,..,..,..,..,..,..
Haiti,HTI,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,70.9182968139648,..,..,..,..,..,..,..,..
Haiti,HTI,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Haiti,HTI,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Haiti,HTI,Firms that spend on R&D (% of firms),IC.FRM.RSDV.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Haiti,HTI,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Haiti,HTI,Scientific and technical journal articles,IP.JRN.ARTC.SC,..,..,..,..,..,..,..,..,..,..,5.21,4.69,6.03,5.6,6.32,8.33,14.05,10.85,7.27,11.67,15.05,18.15,16.54,30.38,38.08,32.87,32.62,41.52,29.18,..,..
Haiti,HTI,High-technology exports (current US$),TX.VAL.TECH.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Haiti,HTI,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,0,0,0,0,0,..,..,..,0,0,0,0,900000,400000,370000,400000,500000,400000,400000,400000,480000,520000,1640000,1586440,2163920,1642260,1627980,576979.024946,0,..,..
Haiti,HTI,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,0,0,0,0,0,..,..,..,0,0,0,0,6460000,5840000,0,4490000,3690000,3440000,3324442.63,3396950.9,2456647.71,6576852,20460000,22765405.81,28614622.93,29732276.67,25267316.32866,..,..,..,..
Haiti,HTI,"Trademark applications, nonresident, by count",IP.TMK.NRCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,830,1079,1173,973,925,981,1365,1288,1202,1114,1189,..,..,..,..,..,..
Haiti,HTI,"Trademark applications, resident, by count",IP.TMK.RSCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,252,262,225,395,588,600,409,608,567,622,460,..,..,..,..,..,..
Haiti,HTI,"Trademark applications, total",IP.TMK.TOTL,..,739,..,..,..,1549,1623,..,..,1456,..,1648,1458,1213,1082,1341,1398,1368,1513,1581,1774,1896,1769,1736,1649,..,..,..,..,..,..
Haiti,HTI,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Haiti,HTI,"Industrial design applications, resident, by count",IP.IDS.RSCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Honduras,HND,"Patent applications, residents",IP.PAT.RESD,6,..,..,..,..,7,10,..,11,8,4,7,7,..,..,..,..,..,..,..,..,2,8,6,..,4,10,4,8,..,..
Honduras,HND,"Patent applications, nonresidents",IP.PAT.NRES,17,..,30,..,..,40,126,..,..,148,135,155,161,..,..,..,..,..,..,..,..,253,233,211,..,224,185,189,148,..,..
Honduras,HND,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,91.8836975097656,86.3480987548828,87.1675033569336,90.4821014404297,89.2610015869141,89.4672012329102,87.7148971557617,83.3788986206055,88.8618011474609,86.1977996826172,85.7181015014648,86.7397003173828,83.6037979125977,86.3080978393555,83.4429016113281,..
Honduras,HND,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.38581,..,34.68019,..,..,..
Honduras,HND,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.98583,..,..,..,..,..
Honduras,HND,Firms that spend on R&D (% of firms),IC.FRM.RSDV.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.5,..,..,..,29.2,..,..,..,..,..,7.4,..,..,..,..
Honduras,HND,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,0.04453,0.03834,0.04181,0.04215,0.04155,..,..,..,..,..,..,..,..,..,..,0.01497,..,0.04,..,..,..
Honduras,HND,Scientific and technical journal articles,IP.JRN.ARTC.SC,..,..,..,..,..,..,..,..,..,..,11.37,7.95,10.37,10.78,12.46,14.02,11.33,12.07,17.73,17.07,23.63,19.09,26.74,19.55,26.87,30.85,33.38,43.62,45.1,..,..
Honduras,HND,High-technology exports (current US$),TX.VAL.TECH.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9813708,..,15498509,19523512,12063500,39629273,..,44610834,18698692,37769500,45740961,..,..,..
Honduras,HND,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,3000000,4000000,4500000,4900000,5400000,8900000,4000000,4500000,9200000,9500000,13800000,15700000,15400000,19117000,19444940,20910350,26751868.5466145,27747055.1083701,25381640,25680000,30380000,35154664.8360627,38670131.319669,85312365.8299947,75110955.921039,59033072.642632,66573650.2677218,109405527.875408,115060498.632424,84546357.7525164,..
Honduras,HND,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,0,0,0,0,0,0,0,0,0,0,300000,600000,1500000,811000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Honduras,HND,"Trademark applications, nonresident, by count",IP.TMK.NRCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4216,4563,4959,5052,4939,3801,4159,5308,5009,5535,4951,5711,5363,4785,4677,..,..
Honduras,HND,"Trademark applications, resident, by count",IP.TMK.RSCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1641,2156,2046,2353,2093,1828,1930,2089,1929,2073,1956,2043,2185,2292,2551,..,..
Honduras,HND,"Trademark applications, total",IP.TMK.TOTL,2032,2752,3880,4824,4174,4916,5292,5323,5297,5297,5920,5266,5381,5770,5857,6719,7005,7405,7032,5629,6089,7397,6938,7608,6907,7754,7548,7077,7228,..,..
Honduras,HND,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,..,..,..,..,..,4,19,..,19,5,8,8,8,28,..,..,..,..,..,..,..,33,..,29,..,15,22,20,25,..,..
Honduras,HND,"Industrial design applications, resident, by count",IP.IDS.RSCT,1,3,5,..,..,2,..,..,3,4,4,4,13,5,..,..,..,..,..,..,..,11,..,8,..,7,15,4,4,..,..
"Hong Kong SAR, China",HKG,"Patent applications, residents",IP.PAT.RESD,21,16,11,9,21,23,41,26,128,42,51,74,112,107,127,156,172,160,173,149,133,181,171,226,192,239,233,324,314,..,..
"Hong Kong SAR, China",HKG,"Patent applications, nonresidents",IP.PAT.NRES,1060,1076,1248,1186,1619,1938,2059,2359,14539,5998,8244,8840,9018,8995,9878,11607,13618,13606,13489,11708,11569,13312,12817,13690,12350,11973,13859,12975,15672,..,..
"Hong Kong SAR, China",HKG,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,75.8600006103516,73.9499969482422,77.629997253418,75.3300018310547,74.9300003051758,74.8899993896484,75.5400009155273,75.2099990844727,..,..,..,..
"Hong Kong SAR, China",HKG,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,..,..,..,..,..,..,..,..,1062.64742,1214.5713,1169.78769,1372.74013,1587.48988,2007.08525,2163.66776,2662.50136,2694.02889,2858.61946,2680.96008,2784.6927,3114.55198,3085.38105,3191.214,3377.87416,3591.19623,3565.12862,3741.2636,3782.34083,4026.46326,..,..
"Hong Kong SAR, China",HKG,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,..,..,..,..,..,..,..,..,220.97581,199.61775,207.98244,174.34955,228.59616,317.93349,430.56885,346.55061,466.916,380.55472,332.17749,355.68626,309.91924,351.38348,394.36071,293.42152,278.21889,374.61752,324.56497,398.01148,315.80104,..,..
"Hong Kong SAR, China",HKG,Firms that spend on R&D (% of firms),IC.FRM.RSDV.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,0.4283,0.45767,0.46493,0.53645,0.58147,0.68027,0.72176,0.77343,0.79468,0.75161,0.71996,0.77342,0.74946,0.72086,0.72733,0.73017,0.74014,0.76183,0.79149,0.79925,0.86096,..,..
"Hong Kong SAR, China",HKG,Scientific and technical journal articles,IP.JRN.ARTC.SC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,High-technology exports (current US$),TX.VAL.TECH.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2650435083,2354314069,1999988430,2527688328,1223155020,962302375,680836568,540930248,453113875,469855936,293614183698,330093815142,322038776661,..
"Hong Kong SAR, China",HKG,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,536839387.157859,280589055.961955,461122758.532954,491103104.206435,695994666.47387,864428601.827081,1111347424.30166,1288812729.4737,1357493081.61264,1504417241.6533,1610465042.19863,1699752586.11752,1978131460.70925,2009279637.38963,2018574965.2955,2027166770.1357,1938286852.26083,1860613528.32627,1882822751.24051,1924781217.84472,1993170614.61373,..,..
"Hong Kong SAR, China",HKG,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,..,..,..,..,..,..,..,..,155448442.072646,77595156.25937,106780916.334693,195672003.254521,228878001.442947,340475603.675315,217776854.606041,245221771.985228,259254439.29407,357912339.758392,379753523.114378,383395054.443663,400321901.394627,459270724.818436,520085354.946073,573755078.038547,622629445.123566,642041544.14779,673103891.84154,719290503.225332,742653007.055599,..,..
"Hong Kong SAR, China",HKG,"Trademark applications, nonresident, by count",IP.TMK.NRCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21708,..,28887,30302,31415,27623,32763,38745,41648,43455,46604,47511,44651,46985,52867,..,..
"Hong Kong SAR, China",HKG,"Trademark applications, resident, by count",IP.TMK.RSCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13849,..,14315,14815,15221,16871,19839,22317,25163,25684,29448,28916,27064,29536,31718,..,..
"Hong Kong SAR, China",HKG,"Trademark applications, total",IP.TMK.TOTL,10530,9900,16456,14284,15389,16463,16289,18295,17631,19885,28114,20945,20446,20369,19940,20877,22994,23529,24230,24754,28872,32542,35530,37092,40063,39179,36181,37630,40331,..,..
"Hong Kong SAR, China",HKG,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,..,..,..,..,..,..,..,575,1455,1455,1744,1569,1742,1891,2493,2617,2763,2633,3166,1900,2386,3021,3564,2990,3005,3847,3632,3600,3188,..,..
"Hong Kong SAR, China",HKG,"Industrial design applications, resident, by count",IP.IDS.RSCT,..,..,..,..,..,..,..,385,894,1158,1154,1208,1358,1436,2116,2673,2961,2935,2431,1918,1859,1818,1642,1594,1472,1335,1304,1216,1247,..,..
Hungary,HUN,"Patent applications, residents",IP.PAT.RESD,2477,2210,1497,1139,1162,1096,803,737,690,729,810,919,842,756,748,705,718,689,683,757,649,662,692,642,546,569,616,496,407,..,..
Hungary,HUN,"Patent applications, nonresidents",IP.PAT.NRES,1976,1799,1633,1323,1328,1793,850,888,904,3779,4127,4529,5064,4054,1909,497,206,102,89,30,47,36,66,66,73,64,49,36,36,..,..
Hungary,HUN,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,..,..,..,..,77.1624984741211,76.2391967773438,76.4962997436523,76.6340026855469,77.2006988525391,77.790901184082,77.5394973754883,78.3602981567383,78.7919998168945,77.2441024780273,75.8733978271484,75.5482025146484,75.0393981933594,74.9801025390625,75.4619979858398,75.2357025146484,74.8620986938477,72.597297668457,72.7125015258789,73.4492034912109,72.818000793457,72.9512023925781,72.9065017700195,..
Hungary,HUN,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,..,..,..,..,..,..,1007.31162,1082.02179,1141.19204,1227.28944,1409.51912,1438.76719,1471.87798,1496.84332,1473.53102,1574.27119,1744.98861,1734.91036,1851.90616,2014.5713,2149.8141,2326.16657,2416.47759,2546.08461,2673.43438,2589.09791,2645.75681,2921.5331,3237.70314,..,..
Hungary,HUN,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,..,..,..,..,..,..,494.94539,504.9241,477.35311,491.44263,505.45438,466.18176,485.47877,457.63174,465.96563,455.18825,491.5643,512.86149,524.12627,554.95094,601.06554,657.45861,708.91588,787.88496,696.88998,727.35283,641.03517,770.31206,..,..,..
Hungary,HUN,Firms that spend on R&D (% of firms),IC.FRM.RSDV.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.9,..,..,..,..,..,7.3,..
Hungary,HUN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,0.63025,0.69905,0.65625,0.67053,0.78942,0.91189,0.98198,0.91841,0.86035,0.92094,0.98097,0.95674,0.9796,1.13212,1.13945,1.18897,1.26362,1.38884,1.35373,1.36245,1.20423,1.3486,1.55484,..,..
Hungary,HUN,Scientific and technical journal articles,IP.JRN.ARTC.SC,..,..,..,..,..,..,..,..,..,..,4399.5,4411.01,4647.56,4640.53,4875.73,5580.83,5561.03,5877.07,6442.02,6034.26,5910.15,6430.05,6519.56,6299.56,6728.01,6533.46,6473.35,6645.69,6700.92,..,..
Hungary,HUN,High-technology exports (current US$),TX.VAL.TECH.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19947348000,21676178000,18119039000,20250342000,22847603000,17580685760,17144182548,15686910823,14668166894,15922190961,16903987958,18065921731,18467445004,..
Hungary,HUN,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,35895240.6887027,39068374.0344134,29613158.1388304,39244450.7651911,74863051.9238119,69995137.0870652,131802698.780563,191932167.860255,214573381.669099,307004937.192549,258734878.187844,269492894.788315,416530257.1324,463929314.801044,1053803575.94129,1107702918.86082,1169130363.45588,1752222005.14622,2596029138.02298,1981316302.18137,1799363441.47378,2034865902.75293,1701009788.05818,1966063663.9774,1701540945.78151,2006472537.39728,1446684697.92787,1597954987.84853,1591996594.15119,1531849513.42088,..
Hungary,HUN,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,48527928.9659245,18057553.6538157,38259006.487903,33021083.409516,31485094.6349707,31697809.0876983,44955893.1187557,100151484.281254,46392599.9166414,61948340.6431751,111789226.999056,95665751.8760687,349305233.507852,313281410.50563,539814932.630081,837211660.231367,549836584.654374,919784068.09372,1706117940.48249,1701293482.78518,2046859456.77692,2185665843.34058,2033139463.29219,2076312985.30423,2085306419.75767,1566027527.81382,1794389317.46217,1688119273.45851,1804158553.8856,1483580626.56143,..
Hungary,HUN,"Trademark applications, nonresident, by count",IP.TMK.NRCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17187,13135,13137,11663,11285,7165,6171,5965,5207,5409,4168,4184,3885,4373,4964,..,..
Hungary,HUN,"Trademark applications, resident, by count",IP.TMK.RSCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8406,6955,6813,7012,6176,6567,8290,8764,9378,7937,8519,7796,9318,9978,7168,..,..
Hungary,HUN,"Trademark applications, total",IP.TMK.TOTL,8819,9385,9732,9784,10227,13542,10522,11969,12754,13436,15769,14737,13402,13564,11416,8971,8577,8192,7491,6210,6093,6146,4756,5667,5362,4859,5502,5644,5445,..,..
Hungary,HUN,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,..,..,..,..,..,..,..,..,..,..,..,3941,4053,2635,1585,1412,1202,1238,518,209,141,139,106,69,73,113,146,234,94,..,..
Hungary,HUN,"Industrial design applications, resident, by count",IP.IDS.RSCT,..,..,..,..,..,..,..,..,..,..,..,311,465,390,915,925,707,694,753,991,663,754,871,1271,788,674,856,682,595,..,..
Iceland,ISL,"Patent applications, residents",IP.PAT.RESD,17,34,28,34,22,19,16,22,41,35,51,49,71,57,66,47,45,61,50,64,57,50,37,33,51,40,35,36,56,..,..
Iceland,ISL,"Patent applications, nonresidents",IP.PAT.NRES,113,99,121,112,108,49,75,216,254,357,825,713,379,748,463,545,326,53,31,22,19,21,7,13,13,6,3,8,10,..,..
Iceland,ISL,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,..,..,..,..,..,..,94.1569976806641,94.867301940918,92.6594009399414,94.2293014526367,92.9409027099609,91.0197982788086,91.4301986694336,91.2895965576172,90.7910995483398,90.1619033813477,90.3583984375,89.9886016845703,90.7949981689453,90.9420013427734,90.8094024658203,91.0142974853516,91.7118988037109,91.749397277832,91.3290023803711,90.2083969116211,90.1645965576172,..
Iceland,ISL,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,..,..,..,..,..,..,..,4916.96277,5137.35398,5677.1152,..,6572.47788,..,6657.35956,..,7305.2658,8006.67289,7235.98628,7423.61093,7925.97655,..,6981.39572,..,5648.36011,..,5887.90678,..,6130.51111,..,..,..
Iceland,ISL,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,..,..,..,..,..,..,..,1792.02007,1890.24904,1659.76896,..,..,..,2062.84381,..,2266.94104,2175.9976,1694.3932,1738.329,1979.35848,..,1868.15633,..,1639.46,..,2100.90751,..,2371.46113,..,..,..
Iceland,ISL,Firms that spend on R&D (% of firms),IC.FRM.RSDV.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Iceland,ISL,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,1.7954,1.9532,2.23767,2.5783,2.8501,2.82841,2.70912,..,2.68614,2.8939,2.54913,2.48745,2.59511,..,2.41367,..,1.70204,1.94811,2.20315,2.11766,2.10444,2.02994,..,..
Iceland,ISL,Scientific and technical journal articles,IP.JRN.ARTC.SC,..,..,..,..,..,..,..,..,..,..,214.51,234.81,305.66,258.25,303.88,359.28,376.74,382.36,422.58,483.54,559.28,544.73,632.94,582.95,596.7,608.6,662.79,629.31,680.89,..,..
Iceland,ISL,High-technology exports (current US$),TX.VAL.TECH.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,774999866,417158537,246432607,142439834,157704167,111298114,94980249,119694467,111536289,136816468,167559778,143430802,..,..
Iceland,ISL,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,77940551.8931481,119197270.819461,83750707.9610758,105225068.806406,116324860.596894,143375790.439567,101900897.833471,..
Iceland,ISL,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,91552035.5157285,158670691.305788,231885442.622232,193165604.830148,256380879.125446,241707182.79186,283837563.723209,..
Iceland,ISL,"Trademark applications, nonresident, by count",IP.TMK.NRCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7619,8041,8635,9174,8649,7266,6701,6370,6822,6732,7072,6504,7545,7479,8189,..,..
Iceland,ISL,"Trademark applications, resident, by count",IP.TMK.RSCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1384,1196,1332,1717,1238,1101,1439,1489,1582,1358,1519,1332,1521,1706,1952,..,..
Iceland,ISL,"Trademark applications, total",IP.TMK.TOTL,1073,1228,1260,1147,1392,1567,1621,2193,4713,6039,7284,3513,3259,3220,3598,3808,4184,4342,4001,3247,3285,3419,3374,3242,3629,3386,3661,3644,3944,..,..
Iceland,ISL,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69,209,73,155,391,259,286,353,409,208,232,313,322,609,..,..,..
Iceland,ISL,"Industrial design applications, resident, by count",IP.IDS.RSCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,57,26,40,17,21,79,86,51,67,68,37,15,49,15,..,..,..
India,IND,"Patent applications, residents",IP.PAT.RESD,1147,1267,1248,1209,1588,1545,1661,1926,2247,2206,2206,2379,2693,3425,4014,4721,5686,6296,6425,7262,8853,8841,9553,10669,12040,12579,13199,14961,16289,..,..
India,IND,"Patent applications, nonresidents",IP.PAT.NRES,2673,2328,2176,2511,3212,5021,6901,8229,6707,2620,6332,8213,8772,9188,13452,19661,23242,28922,30387,27025,30909,33450,34402,32362,30814,33079,31858,31621,33766,..,..
India,IND,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,..,72.2676010131836,..,..,..,..,..,69.2059020996094,..,..,..,..,67.2826995849609,..,..,..,..,62.739200592041,..,63.198600769043,..,..,..,..,..,59.9392013549805,..,..
